F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F19,Classe
1,24,26,5,5,33,1.411764705882353,1.5294117647058822,5,1,27,0,17,17,18,0.9988455357066628,7,Humana
0,30,20,5,4,33,1.7647058823529411,1.1764705882352942,3,0,28,1,17,17,17,0.9709505941661296,13,Humana
0,28,22,6,3,27,2.0,1.5714285714285714,1,0,15,3,14,14,17,0.9895875209335165,14,Aleatória
0,27,23,6,6,20,2.7,2.090909090909091,0,1,7,0,10,11,18,0.9953784385316868,17,Aleatória
-1,25,25,2,3,38,1.25,1.3157894736842106,4,0,30,1,20,19,17,0.9999999997114609,5,Humana
-1,25,25,4,5,32,1.4705882352941178,1.5625,4,1,23,1,17,16,17,0.9999999997114609,8,Humana
0,26,24,6,4,26,2.0,1.7142857142857142,1,0,16,2,13,14,18,0.9988455357066628,13,Aleatória
1,21,29,4,4,22,1.75,2.6363636363636362,0,0,9,0,12,11,17,0.9814538947451146,9,Aleatória
1,24,26,4,5,26,1.7142857142857142,2.0,2,1,15,1,14,13,18,0.9988455357066628,10,Humana
0,36,14,14,4,19,3.6,1.4,1,0,12,10,10,10,15,0.8554508102715916,26,Humana
0,27,23,4,3,36,1.4210526315789473,1.2777777777777777,2,0,27,1,19,18,17,0.9953784385316868,8,Humana
0,29,21,6,5,25,2.230769230769231,1.6153846153846154,1,1,16,1,13,13,18,0.9814538947451146,16,Aleatória
-1,25,25,4,6,23,2.0833333333333335,2.0833333333333335,0,1,10,2,12,12,18,0.9999999997114609,13,Aleatória
1,24,26,5,6,21,2.1818181818181817,2.3636363636363638,0,1,9,1,11,11,18,0.9988455357066628,13,Aleatória
-1,25,25,9,6,18,2.5,2.7777777777777777,0,2,6,3,10,9,17,0.9999999997114609,15,Humana
1,22,28,4,5,21,2.0,2.5454545454545454,1,1,7,1,11,11,18,0.9895875209335165,11,Aleatória
1,19,31,4,7,25,1.4615384615384615,2.3846153846153846,2,2,16,3,13,13,17,0.9580420219377606,6,Humana
0,32,18,8,4,24,2.4615384615384617,1.5,2,0,14,4,13,12,17,0.9426831889669534,19,Aleatória
1,24,26,5,5,26,1.8461538461538463,1.8571428571428572,1,1,14,0,13,14,18,0.9988455357066628,11,Aleatória
0,27,23,10,6,27,1.9285714285714286,1.6428571428571428,2,2,22,4,14,14,18,0.9953784385316868,13,Humana
1,23,27,7,7,22,2.090909090909091,2.25,1,1,11,0,11,12,17,0.9953784385316868,12,Aleatória
0,26,24,2,4,34,1.4444444444444444,1.411764705882353,2,0,22,2,18,17,17,0.9988455357066628,8,Humana
0,31,19,9,3,32,1.9375,1.1176470588235294,2,0,25,6,16,17,17,0.9580420219377606,15,Humana
0,27,23,4,5,29,1.8,1.5333333333333334,1,1,20,1,15,15,18,0.9953784385316868,12,Humana
0,27,23,3,2,39,1.35,1.15,4,0,31,1,20,20,17,0.9953784385316868,7,Humana
1,23,27,4,4,30,1.5333333333333334,1.6875,4,0,19,0,15,16,17,0.9953784385316868,8,Aleatória
0,30,20,7,3,26,2.3076923076923075,1.4285714285714286,2,0,17,4,13,14,18,0.9709505941661296,17,Aleatória
-1,25,25,3,3,19,2.5,2.5,0,0,2,0,10,10,18,0.9999999997114609,15,Humana
1,22,28,3,10,24,1.6923076923076923,2.3333333333333335,0,2,12,7,13,12,18,0.9895875209335165,9,Aleatória
1,24,26,3,5,26,1.7142857142857142,2.0,1,1,13,2,14,13,17,0.9988455357066628,10,Aleatória
0,27,23,3,3,40,1.2857142857142858,1.15,4,0,34,0,21,20,15,0.9953784385316868,6,Humana
1,24,26,4,4,32,1.5,1.5294117647058822,2,0,20,0,16,17,17,0.9988455357066628,8,Aleatória
1,24,26,2,3,41,1.1428571428571428,1.2380952380952381,5,0,35,1,21,21,17,0.9988455357066628,3,Humana
1,24,26,4,4,20,2.4,2.3636363636363638,0,0,8,0,10,11,18,0.9988455357066628,14,Aleatória
1,11,39,5,21,6,3.6666666666666665,9.75,0,7,2,16,3,4,14,0.7601675026734266,8,Humana
0,32,18,6,2,29,2.1333333333333333,1.2,2,0,19,4,15,15,17,0.9426831889669534,17,Aleatória
0,26,24,2,3,40,1.3,1.1428571428571428,3,0,33,1,20,21,17,0.9988455357066628,6,Humana
1,21,29,3,7,23,1.75,2.4166666666666665,0,1,10,4,12,12,18,0.9814538947451146,9,Aleatória
1,24,26,9,7,22,2.1818181818181817,2.1666666666666665,2,1,15,2,11,12,18,0.9988455357066628,13,Humana
0,29,21,4,3,26,2.0714285714285716,1.6153846153846154,1,0,12,1,14,13,18,0.9814538947451146,15,Aleatória
1,24,26,4,4,32,1.5,1.5294117647058822,3,0,23,0,16,17,17,0.9988455357066628,8,Aleatória
0,29,21,4,2,26,2.230769230769231,1.5,1,0,11,2,13,14,18,0.9814538947451146,16,Aleatória
1,23,27,4,8,35,1.2777777777777777,1.5,4,1,31,4,18,18,17,0.9953784385316868,5,Humana
1,23,27,3,10,31,1.4375,1.6875,2,2,25,7,16,16,17,0.9953784385316868,7,Humana
0,28,22,4,3,35,1.5555555555555556,1.2222222222222223,1,0,25,1,18,18,16,0.9895875209335165,10,Humana
0,26,24,6,5,26,1.8571428571428572,1.8461538461538463,2,1,15,1,14,13,18,0.9988455357066628,12,Aleatória
0,26,24,5,8,27,1.8571428571428572,1.7142857142857142,2,1,19,3,14,14,17,0.9988455357066628,12,Aleatória
-1,25,25,6,3,24,1.9230769230769231,2.0833333333333335,0,0,11,3,13,12,18,0.9999999997114609,12,Aleatória
1,24,26,7,5,28,1.7142857142857142,1.7333333333333334,2,1,20,2,14,15,18,0.9988455357066628,10,Aleatória
-1,25,25,5,6,22,2.272727272727273,2.0833333333333335,0,1,11,1,11,12,18,0.9999999997114609,14,Aleatória
0,29,21,3,2,40,1.380952380952381,1.05,4,0,34,1,21,20,16,0.9814538947451146,8,Humana
-1,25,25,5,4,24,2.0833333333333335,1.9230769230769231,3,0,15,1,12,13,18,0.9999999997114609,13,Humana
1,22,28,8,4,24,1.6923076923076923,2.3333333333333335,2,0,13,4,13,12,18,0.9895875209335165,9,Aleatória
0,29,21,5,3,28,1.9333333333333333,1.5,1,0,16,2,15,14,18,0.9814538947451146,14,Aleatória
-1,25,25,5,5,9,5.0,5.0,0,5,0,0,5,5,17,0.9999999997114609,20,Humana
0,26,24,6,4,24,2.0,2.0,3,0,13,2,13,12,18,0.9988455357066628,13,Aleatória
0,33,17,9,4,21,3.0,1.5454545454545454,1,0,12,5,11,11,17,0.924818704684491,22,Aleatória
-1,25,25,6,5,26,1.7857142857142858,1.9230769230769231,3,1,17,1,14,13,18,0.9999999997114609,11,Aleatória
1,24,26,3,3,28,1.7142857142857142,1.7333333333333334,0,0,12,0,14,15,17,0.9988455357066628,10,Aleatória
1,22,28,5,4,18,2.4444444444444446,2.8,0,0,2,1,9,10,18,0.9895875209335165,13,Humana
0,26,24,4,7,26,2.0,1.7142857142857142,0,1,14,3,13,14,17,0.9988455357066628,13,Humana
0,27,23,4,5,28,1.8,1.6428571428571428,2,1,17,1,15,14,18,0.9953784385316868,12,Aleatória
0,31,19,7,6,20,2.8181818181818183,1.9,1,1,11,1,11,10,18,0.9580420219377606,20,Aleatória
0,28,22,4,5,24,2.3333333333333335,1.6923076923076923,0,1,10,1,12,13,17,0.9895875209335165,16,Aleatória
1,18,32,3,4,25,1.3846153846153846,2.4615384615384617,0,0,12,1,13,13,17,0.9426831889669534,5,Aleatória
0,31,19,4,3,24,2.3846153846153846,1.5833333333333333,0,0,7,1,13,12,17,0.9580420219377606,18,Aleatória
1,21,29,3,6,22,1.9090909090909092,2.4166666666666665,0,2,9,3,11,12,18,0.9814538947451146,10,Aleatória
1,24,26,4,4,27,1.7142857142857142,1.8571428571428572,2,0,15,0,14,14,18,0.9988455357066628,10,Aleatória
0,31,19,9,3,26,2.3846153846153846,1.3571428571428572,3,0,19,6,13,14,17,0.9580420219377606,18,Humana
0,32,18,5,4,30,2.0,1.2,1,0,23,1,16,15,17,0.9426831889669534,16,Humana
1,20,30,9,18,6,6.666666666666667,7.5,0,3,0,9,3,4,16,0.9709505941661296,17,Humana
0,26,24,5,4,27,1.8571428571428572,1.7142857142857142,2,0,15,1,14,14,18,0.9988455357066628,12,Aleatória
0,29,21,4,4,27,2.0714285714285716,1.5,2,0,15,0,14,14,18,0.9814538947451146,15,Aleatória
0,29,21,4,2,36,1.6111111111111112,1.105263157894737,5,0,30,2,18,19,16,0.9814538947451146,11,Humana
1,16,34,4,10,20,1.6,3.090909090909091,1,3,12,6,10,11,17,0.9043814574359548,6,Aleatória
1,22,28,4,8,24,1.8333333333333333,2.1538461538461537,1,2,12,4,12,13,18,0.9895875209335165,10,Aleatória
1,21,29,3,6,28,1.4,2.0714285714285716,1,1,17,3,15,14,18,0.9814538947451146,6,Aleatória
0,26,24,7,4,18,2.888888888888889,2.4,1,0,8,3,9,10,18,0.9988455357066628,17,Humana
0,27,23,4,3,24,2.25,1.7692307692307692,0,0,10,1,12,13,18,0.9953784385316868,15,Aleatória
-1,25,25,10,5,29,1.6666666666666667,1.6666666666666667,4,2,24,5,15,15,18,0.9999999997114609,10,Humana
-1,25,25,4,5,37,1.3157894736842106,1.3157894736842106,4,1,32,1,19,19,17,0.9999999997114609,6,Humana
1,18,32,3,6,23,1.5,2.6666666666666665,0,2,11,3,12,12,18,0.9426831889669534,6,Aleatória
0,28,22,3,5,32,1.6470588235294117,1.375,2,1,22,2,17,16,17,0.9895875209335165,11,Humana
0,29,21,7,3,23,2.4166666666666665,1.75,1,0,11,4,12,12,18,0.9814538947451146,17,Aleatória
1,23,27,4,4,29,1.5333333333333334,1.8,2,0,18,0,15,15,17,0.9953784385316868,8,Humana
0,30,20,5,3,26,2.142857142857143,1.5384615384615385,1,0,15,2,14,13,18,0.9709505941661296,16,Humana
0,28,22,3,5,34,1.6470588235294117,1.2222222222222223,4,1,28,2,17,18,18,0.9895875209335165,11,Humana
1,12,38,12,38,1,12.0,38.0,0,7,0,26,1,1,14,0.7950402790959832,11,Humana
-1,25,25,3,6,29,1.6666666666666667,1.6666666666666667,2,1,21,3,15,15,18,0.9999999997114609,10,Humana
0,26,24,5,3,31,1.625,1.5,3,0,21,2,16,16,17,0.9988455357066628,10,Humana
1,22,28,3,6,33,1.2941176470588236,1.6470588235294117,4,1,28,3,17,17,17,0.9895875209335165,5,Humana
1,24,26,8,7,26,1.7142857142857142,2.0,3,1,16,1,14,13,18,0.9988455357066628,10,Aleatória
0,29,21,11,10,18,3.2222222222222223,2.1,2,2,13,1,9,10,17,0.9814538947451146,20,Humana
0,28,22,7,5,27,2.0,1.5714285714285714,3,1,17,2,14,14,18,0.9895875209335165,14,Aleatória
1,24,26,4,4,24,2.0,2.0,1,0,9,0,12,13,18,0.9988455357066628,12,Aleatória
-1,25,25,4,6,26,1.9230769230769231,1.7857142857142858,2,1,14,2,13,14,18,0.9999999997114609,12,Humana
0,30,20,3,2,38,1.5,1.0526315789473684,2,0,31,1,20,19,17,0.9709505941661296,10,Humana
0,26,24,13,7,20,2.3636363636363638,2.4,2,1,13,6,11,10,18,0.9988455357066628,15,Humana
0,27,23,3,4,36,1.4210526315789473,1.2777777777777777,4,0,29,1,19,18,17,0.9953784385316868,8,Humana
0,27,23,4,4,35,1.5,1.2777777777777777,5,0,29,0,18,18,17,0.9953784385316868,9,Humana
0,29,21,2,2,40,1.380952380952381,1.05,4,0,32,0,21,20,16,0.9814538947451146,8,Humana
0,26,24,5,6,26,2.0,1.7142857142857142,2,1,18,1,13,14,18,0.9988455357066628,13,Humana
1,23,27,2,5,29,1.5333333333333334,1.8,1,1,16,3,15,15,17,0.9953784385316868,8,Aleatória
0,31,19,6,6,24,2.3846153846153846,1.5833333333333333,1,1,17,0,13,12,18,0.9580420219377606,18,Humana
-1,25,25,6,5,28,1.7857142857142858,1.6666666666666667,2,1,18,1,14,15,18,0.9999999997114609,11,Humana
0,26,24,4,4,32,1.5294117647058822,1.5,3,0,23,0,17,16,17,0.9988455357066628,9,Humana
0,29,21,4,2,29,1.9333333333333333,1.4,2,0,16,2,15,15,18,0.9814538947451146,14,Aleatória
1,23,27,9,12,19,2.3,2.7,2,2,12,3,10,10,18,0.9953784385316868,13,Aleatória
-1,25,25,7,5,17,2.7777777777777777,2.7777777777777777,1,2,7,2,9,9,18,0.9999999997114609,16,Aleatória
0,28,22,8,3,37,1.4736842105263157,1.1578947368421053,5,0,33,5,19,19,17,0.9895875209335165,9,Humana
1,23,27,3,3,31,1.4375,1.6875,3,0,19,0,16,16,17,0.9953784385316868,7,Humana
-1,25,25,5,4,27,1.7857142857142858,1.7857142857142858,2,0,15,1,14,14,18,0.9999999997114609,11,Aleatória
1,17,33,1,2,33,1.0,1.9411764705882353,0,0,18,1,17,17,15,0.924818704684491,0,Humana
0,28,22,4,3,30,1.8666666666666667,1.375,3,0,19,1,15,16,17,0.9895875209335165,13,Humana
0,28,22,19,11,15,3.5,2.75,1,2,10,8,8,8,17,0.9895875209335165,20,Humana
1,24,26,5,4,26,1.7142857142857142,2.0,1,0,15,1,14,13,18,0.9988455357066628,10,Aleatória
0,27,23,11,10,9,5.4,4.6,0,2,0,1,5,5,16,0.9953784385316868,22,Humana
0,36,14,5,3,22,3.0,1.2727272727272727,0,0,10,2,12,11,16,0.8554508102715916,24,Humana
-1,25,25,4,6,24,2.0833333333333335,1.9230769230769231,1,1,13,2,12,13,18,0.9999999997114609,13,Aleatória
1,24,26,4,4,25,1.8461538461538463,2.0,0,0,12,0,13,13,17,0.9988455357066628,11,Aleatória
1,23,27,7,7,18,2.5555555555555554,2.7,0,1,7,0,9,10,18,0.9953784385316868,14,Aleatória
1,20,30,3,6,25,1.5384615384615385,2.3076923076923075,1,1,14,3,13,13,18,0.9709505941661296,7,Aleatória
1,24,26,4,4,28,1.7142857142857142,1.7333333333333334,2,0,19,0,14,15,18,0.9988455357066628,10,Aleatória
0,28,22,4,5,26,2.1538461538461537,1.5714285714285714,1,1,16,1,13,14,17,0.9895875209335165,15,Humana
1,24,26,4,5,29,1.6,1.7333333333333334,4,2,22,1,15,15,18,0.9988455357066628,9,Humana
0,30,20,19,8,21,2.727272727272727,1.8181818181818181,2,1,17,11,11,11,17,0.9709505941661296,19,Humana
0,27,23,5,6,28,1.9285714285714286,1.5333333333333334,2,1,18,1,14,15,18,0.9953784385316868,13,Humana
0,26,24,4,6,29,1.7333333333333334,1.6,3,1,18,2,15,15,17,0.9988455357066628,11,Aleatória
0,27,23,9,6,20,2.7,2.090909090909091,1,1,8,3,10,11,17,0.9953784385316868,17,Humana
1,24,26,3,4,44,1.0909090909090908,1.1304347826086956,7,0,43,1,22,23,15,0.9988455357066628,2,Humana
1,23,27,4,7,26,1.6428571428571428,2.076923076923077,3,2,17,3,14,13,18,0.9953784385316868,9,Aleatória
1,23,27,3,3,30,1.4375,1.8,3,0,18,0,16,15,17,0.9953784385316868,7,Humana
1,24,26,7,6,34,1.3333333333333333,1.5294117647058822,5,1,31,1,18,17,17,0.9988455357066628,6,Humana
0,36,14,11,7,9,7.2,2.8,0,1,2,4,5,5,15,0.8554508102715916,31,Humana
1,21,29,3,7,27,1.5,2.0714285714285716,3,2,19,4,14,14,18,0.9814538947451146,7,Humana
1,24,26,6,6,20,2.1818181818181817,2.6,1,3,10,0,11,10,18,0.9988455357066628,13,Humana
0,28,22,5,5,25,2.1538461538461537,1.6923076923076923,0,1,13,0,13,13,18,0.9895875209335165,15,Aleatória
1,23,27,3,6,27,1.6428571428571428,1.9285714285714286,2,1,18,3,14,14,18,0.9953784385316868,9,Humana
0,33,17,5,3,26,2.5384615384615383,1.2142857142857142,0,0,14,2,13,14,17,0.924818704684491,20,Humana
1,23,27,4,6,23,1.9166666666666667,2.25,0,1,10,2,12,12,18,0.9953784385316868,11,Aleatória
0,27,23,5,8,16,3.0,2.875,0,1,3,3,9,8,17,0.9953784385316868,18,Humana
1,23,27,4,9,21,2.090909090909091,2.4545454545454546,1,1,8,5,11,11,18,0.9953784385316868,12,Aleatória
1,19,31,3,6,25,1.4615384615384615,2.3846153846153846,3,1,13,3,13,13,17,0.9580420219377606,6,Aleatória
1,24,26,5,5,25,1.8461538461538463,2.0,0,1,12,0,13,13,17,0.9988455357066628,11,Aleatória
0,29,21,5,3,23,2.4166666666666665,1.75,0,0,9,2,12,12,17,0.9814538947451146,17,Aleatória
0,26,24,4,4,33,1.5294117647058822,1.411764705882353,4,0,26,0,17,17,18,0.9988455357066628,9,Humana
1,23,27,3,6,39,1.15,1.35,4,1,35,3,20,20,16,0.9953784385316868,3,Humana
0,28,22,10,9,26,2.0,1.6923076923076923,3,1,22,1,14,13,17,0.9895875209335165,14,Humana
1,23,27,4,6,27,1.6428571428571428,1.9285714285714286,3,1,17,2,14,14,17,0.9953784385316868,9,Humana
1,24,26,5,6,29,1.6,1.7333333333333334,1,1,19,1,15,15,18,0.9988455357066628,9,Aleatória
1,20,30,6,6,16,2.5,3.3333333333333335,0,3,6,0,8,9,17,0.9709505941661296,12,Aleatória
1,22,28,2,3,41,1.0476190476190477,1.3333333333333333,6,0,35,1,21,21,16,0.9895875209335165,1,Humana
1,24,26,3,4,38,1.2,1.368421052631579,4,0,33,1,20,19,15,0.9988455357066628,4,Humana
1,20,30,3,6,27,1.4285714285714286,2.142857142857143,2,2,18,3,14,14,18,0.9709505941661296,6,Aleatória
-1,25,25,5,5,24,2.0833333333333335,1.9230769230769231,1,1,9,0,12,13,18,0.9999999997114609,13,Aleatória
1,22,28,5,6,22,2.0,2.3333333333333335,2,2,14,1,11,12,18,0.9895875209335165,11,Humana
-1,25,25,4,6,28,1.6666666666666667,1.7857142857142858,3,1,20,2,15,14,17,0.9999999997114609,10,Humana
0,26,24,5,5,24,2.1666666666666665,1.8461538461538463,0,1,14,0,12,13,17,0.9988455357066628,14,Aleatória
-1,25,25,4,3,29,1.6666666666666667,1.6666666666666667,3,0,16,1,15,15,18,0.9999999997114609,10,Aleatória
0,28,22,4,4,27,2.0,1.5714285714285714,0,0,16,0,14,14,17,0.9895875209335165,14,Humana
1,23,27,4,4,24,1.9166666666666667,2.076923076923077,1,0,10,0,12,13,17,0.9953784385316868,11,Aleatória
0,28,22,3,2,41,1.3333333333333333,1.0476190476190477,5,0,35,1,21,21,17,0.9895875209335165,7,Humana
1,21,29,4,9,24,1.75,2.230769230769231,1,2,13,5,12,13,18,0.9814538947451146,9,Aleatória
-1,25,25,4,3,29,1.6666666666666667,1.6666666666666667,1,0,16,1,15,15,18,0.9999999997114609,10,Humana
1,23,27,4,8,23,1.9166666666666667,2.25,1,1,14,4,12,12,17,0.9953784385316868,11,Aleatória
0,31,19,6,3,25,2.3846153846153846,1.4615384615384615,2,0,15,3,13,13,18,0.9580420219377606,18,Aleatória
0,26,24,4,4,26,2.0,1.7142857142857142,1,0,15,0,13,14,18,0.9988455357066628,13,Aleatória
0,26,24,7,5,20,2.3636363636363638,2.4,0,1,6,2,11,10,17,0.9988455357066628,15,Aleatória
-1,25,25,4,3,30,1.5625,1.6666666666666667,3,0,18,1,16,15,17,0.9999999997114609,9,Aleatória
0,27,23,7,4,20,2.7,2.090909090909091,1,0,7,3,10,11,18,0.9953784385316868,17,Humana
0,28,22,9,2,34,1.6470588235294117,1.2222222222222223,5,0,27,7,17,18,17,0.9895875209335165,11,Humana
0,26,24,5,5,29,1.7333333333333334,1.6,3,1,19,0,15,15,18,0.9988455357066628,11,Humana
-1,25,25,5,6,28,1.7857142857142858,1.6666666666666667,4,1,21,1,14,15,18,0.9999999997114609,11,Humana
0,26,24,5,5,28,1.8571428571428572,1.6,2,1,18,0,14,15,17,0.9988455357066628,12,Aleatória
-1,25,25,7,5,22,2.0833333333333335,2.272727272727273,1,1,11,2,12,11,18,0.9999999997114609,13,Aleatória
1,24,26,7,10,20,2.4,2.3636363636363638,2,2,13,3,10,11,18,0.9988455357066628,14,Humana
0,29,21,6,3,22,2.6363636363636362,1.75,0,0,8,3,11,12,18,0.9814538947451146,18,Aleatória
1,23,27,5,8,20,2.090909090909091,2.7,2,3,14,3,11,10,18,0.9953784385316868,12,Humana
0,27,23,3,3,36,1.4210526315789473,1.2777777777777777,4,0,27,0,19,18,16,0.9953784385316868,8,Humana
0,27,23,6,6,19,2.7,2.3,0,1,6,0,10,10,16,0.9953784385316868,17,Aleatória
0,26,24,5,5,23,2.1666666666666665,2.0,0,1,11,0,12,12,18,0.9988455357066628,14,Aleatória
-1,25,25,9,11,12,3.5714285714285716,4.166666666666667,1,4,7,2,7,6,17,0.9999999997114609,18,Humana
1,23,27,5,6,21,2.090909090909091,2.4545454545454546,1,3,11,1,11,11,18,0.9953784385316868,12,Aleatória
0,35,15,4,6,18,3.5,1.6666666666666667,0,1,8,2,10,9,16,0.8812908989421536,25,Humana
0,26,24,4,5,26,2.0,1.7142857142857142,1,1,13,1,13,14,18,0.9988455357066628,13,Aleatória
1,21,29,5,5,22,1.75,2.6363636363636362,0,2,10,0,12,11,17,0.9814538947451146,9,Aleatória
0,29,21,6,5,22,2.6363636363636362,1.75,1,1,10,1,11,12,17,0.9814538947451146,18,Aleatória
0,31,19,9,5,20,2.8181818181818183,1.9,1,1,10,4,11,10,17,0.9580420219377606,20,Aleatória
1,24,26,2,2,32,1.411764705882353,1.625,0,0,16,0,17,16,17,0.9988455357066628,7,Humana
1,22,28,3,4,26,1.6923076923076923,2.0,1,0,11,1,13,14,17,0.9895875209335165,9,Aleatória
0,26,24,6,4,28,1.8571428571428572,1.6,2,0,18,2,14,15,18,0.9988455357066628,12,Humana
0,26,24,5,6,24,2.0,2.0,0,1,11,1,13,12,18,0.9988455357066628,13,Aleatória
0,28,22,3,3,36,1.4736842105263157,1.2222222222222223,4,0,28,0,19,18,17,0.9895875209335165,9,Humana
0,26,24,3,4,27,1.8571428571428572,1.7142857142857142,2,0,17,1,14,14,18,0.9988455357066628,12,Humana
-1,25,25,3,5,31,1.5625,1.5625,2,1,20,2,16,16,17,0.9999999997114609,9,Aleatória
1,21,29,3,6,25,1.6153846153846154,2.230769230769231,1,3,15,3,13,13,18,0.9814538947451146,8,Aleatória
1,22,28,4,7,33,1.2941176470588236,1.6470588235294117,4,1,27,3,17,17,16,0.9895875209335165,5,Humana
0,28,22,4,2,39,1.4,1.1,4,0,32,2,20,20,15,0.9895875209335165,8,Humana
1,16,34,2,18,29,1.0666666666666667,2.2666666666666666,4,3,27,16,15,15,16,0.9043814574359548,1,Humana
0,26,24,6,3,26,2.0,1.7142857142857142,2,0,16,3,13,14,17,0.9988455357066628,13,Aleatória
1,24,26,3,3,31,1.5,1.625,1,0,18,0,16,16,18,0.9988455357066628,8,Aleatória
0,27,23,6,5,21,2.4545454545454546,2.090909090909091,1,1,10,1,11,11,18,0.9953784385316868,16,Aleatória
-1,25,25,7,4,24,2.0833333333333335,1.9230769230769231,2,0,14,3,12,13,18,0.9999999997114609,13,Aleatória
0,28,22,4,4,28,2.0,1.4666666666666666,2,0,16,0,14,15,17,0.9895875209335165,14,Aleatória
1,22,28,6,6,21,2.0,2.5454545454545454,1,1,10,0,11,11,18,0.9895875209335165,11,Aleatória
1,20,30,6,6,19,2.0,3.0,0,2,9,0,10,10,17,0.9709505941661296,10,Humana
0,33,17,9,5,26,2.357142857142857,1.3076923076923077,3,1,19,4,14,13,17,0.924818704684491,19,Humana
-1,25,25,5,6,25,1.9230769230769231,1.9230769230769231,3,1,18,1,13,13,18,0.9999999997114609,12,Humana
0,26,24,3,3,33,1.5294117647058822,1.411764705882353,3,0,21,0,17,17,17,0.9988455357066628,9,Aleatória
-1,25,25,10,5,23,2.0833333333333335,2.0833333333333335,1,2,13,5,12,12,18,0.9999999997114609,13,Aleatória
1,21,29,2,6,33,1.2352941176470589,1.7058823529411764,4,2,25,4,17,17,17,0.9814538947451146,4,Humana
0,29,21,4,3,27,2.0714285714285716,1.5,2,0,13,1,14,14,17,0.9814538947451146,15,Aleatória
1,22,28,4,4,24,1.8333333333333333,2.1538461538461537,1,0,10,0,12,13,18,0.9895875209335165,10,Aleatória
0,26,24,4,3,26,2.0,1.7142857142857142,0,0,10,1,13,14,17,0.9988455357066628,13,Aleatória
0,27,23,5,5,25,2.076923076923077,1.7692307692307692,2,1,14,0,13,13,18,0.9953784385316868,14,Humana
1,24,26,3,4,27,1.7142857142857142,1.8571428571428572,1,0,13,1,14,14,17,0.9988455357066628,10,Aleatória
-1,25,25,4,4,28,1.7857142857142858,1.6666666666666667,1,0,17,0,14,15,17,0.9999999997114609,11,Humana
1,24,26,3,6,21,2.1818181818181817,2.3636363636363638,0,1,5,3,11,11,18,0.9988455357066628,13,Aleatória
-1,25,25,3,4,25,1.9230769230769231,1.9230769230769231,1,0,13,1,13,13,18,0.9999999997114609,12,Humana
0,28,22,5,3,27,2.0,1.5714285714285714,1,0,13,2,14,14,17,0.9895875209335165,14,Aleatória
1,24,26,6,4,30,1.6,1.625,2,0,21,2,15,16,18,0.9988455357066628,9,Aleatória
0,30,20,7,5,24,2.3076923076923075,1.6666666666666667,1,1,15,2,13,12,17,0.9709505941661296,17,Aleatória
0,29,21,8,5,34,1.6111111111111112,1.2352941176470589,3,1,30,3,18,17,17,0.9814538947451146,11,Humana
1,24,26,7,8,25,1.8461538461538463,2.0,2,2,20,1,13,13,17,0.9988455357066628,11,Humana
1,20,30,3,5,25,1.5384615384615385,2.3076923076923075,2,2,15,2,13,13,17,0.9709505941661296,7,Aleatória
0,30,20,4,3,35,1.6666666666666667,1.1111111111111112,4,0,26,1,18,18,17,0.9709505941661296,12,Humana
0,41,9,15,1,18,4.1,1.0,0,0,10,14,10,9,14,0.6800770454397409,31,Humana
0,26,24,3,4,31,1.625,1.5,3,0,21,1,16,16,16,0.9988455357066628,10,Humana
1,23,27,5,5,26,1.7692307692307692,1.9285714285714286,3,1,16,0,13,14,18,0.9953784385316868,10,Humana
1,21,29,4,5,26,1.6153846153846154,2.0714285714285716,1,2,15,1,13,14,18,0.9814538947451146,8,Aleatória
1,21,29,4,5,23,1.75,2.4166666666666665,1,1,10,1,12,12,18,0.9814538947451146,9,Aleatória
-1,25,25,3,3,37,1.3157894736842106,1.3157894736842106,4,0,30,0,19,19,17,0.9999999997114609,6,Humana
0,27,23,5,4,37,1.4210526315789473,1.2105263157894737,5,0,31,1,19,19,16,0.9953784385316868,8,Humana
1,21,29,5,4,30,1.4,1.8125,3,0,20,1,15,16,17,0.9814538947451146,6,Aleatória
0,30,20,6,6,14,3.75,2.857142857142857,0,3,6,0,8,7,17,0.9709505941661296,22,Humana
1,22,28,5,6,20,2.2,2.5454545454545454,1,1,9,1,10,11,18,0.9895875209335165,12,Humana
0,26,24,4,10,23,2.1666666666666665,2.0,2,2,13,6,12,12,18,0.9988455357066628,14,Aleatória
1,17,33,3,8,23,1.4166666666666667,2.75,0,3,12,5,12,12,17,0.924818704684491,5,Aleatória
1,23,27,4,4,29,1.5333333333333334,1.8,3,0,19,0,15,15,17,0.9953784385316868,8,Humana
1,23,27,3,3,37,1.2105263157894737,1.4210526315789473,4,0,29,0,19,19,17,0.9953784385316868,4,Humana
0,33,17,8,5,24,2.75,1.3076923076923077,1,1,15,3,12,13,16,0.924818704684491,21,Humana
1,24,26,5,4,23,2.0,2.1666666666666665,1,0,8,1,12,12,16,0.9988455357066628,12,Aleatória
-1,25,25,6,3,27,1.7857142857142858,1.7857142857142858,1,0,17,3,14,14,17,0.9999999997114609,11,Aleatória
1,23,27,5,4,24,1.9166666666666667,2.076923076923077,0,0,10,1,12,13,18,0.9953784385316868,11,Aleatória
-1,25,25,3,4,33,1.4705882352941178,1.4705882352941178,3,0,24,1,17,17,17,0.9999999997114609,8,Humana
1,21,29,5,5,23,1.75,2.4166666666666665,1,1,12,0,12,12,17,0.9814538947451146,9,Aleatória
